#{"t_start": 1755681117.820443, "env_id": "None"}
r,l,t,episode_energy,success
-1.255624,400,7.732426,0.810773186617841,False
0.051863,400,7.90758,0.5759196575217885,False
-0.804828,400,8.089231,0.8184728540938803,False
-1.299536,400,8.263943,0.8131080678220466,False
-0.304521,400,8.442758,0.7397941327400169,False
-1.120262,400,16.587087,0.8620282622209788,False
-0.678512,400,16.762038,0.7026718805355351,False
-0.426431,400,16.947063,1.3845172773553074,False
0.195883,400,17.127407,0.9270895147487863,False
-0.291616,400,17.319386,1.3473705138599292,False
-0.218192,400,25.451603,1.4013840829400739,False
-0.383869,400,25.634831,1.6121538532752149,False
-0.845547,400,25.833509,1.1866322955529554,False
-0.989351,400,26.019411,1.3680626984198936,False
-1.008261,400,26.204852,1.1364514964056234,False
-0.717683,400,34.299245,0.6270040939011722,False
-1.126489,400,34.480108,0.5570633090078542,False
10.497322,316,34.631792,0.7632660509539362,True
-0.183609,400,34.84479,0.7963714823956188,False
-1.438003,400,35.031084,1.38974233965857,False
-0.637391,400,43.190885,0.9179568744432507,False
0.044939,400,43.37062,0.7633446187014481,False
-0.080124,400,43.564471,1.3748356489288334,False
0.176702,400,43.747361,0.7251298631976061,False
-0.997161,400,43.931556,1.2684317314516045,False
-1.107224,400,51.992099,0.7036581000480359,False
-0.147386,400,52.169783,1.0715665667467462,False
-1.16612,400,52.351823,0.8513141289129404,False
0.107806,400,52.540725,2.0196673689251408,False
10.930351,249,52.650154,1.1642005599372538,True
-0.302461,400,60.947568,0.8602864201731887,False
-0.483031,400,61.142957,1.012591035955044,False
-0.830528,400,61.32554,0.8070599628659679,False
-0.03407,400,61.508395,1.7925068770776322,False
-1.180201,400,61.687584,0.9440302094535767,False
-0.589136,400,69.632077,1.0857575351548865,False
-0.414648,400,69.808999,1.165744695046321,False
0.126971,400,69.987767,1.286486650328135,False
-0.770563,400,70.177377,1.014838269824358,False
-1.118282,400,70.360254,1.255703001355613,False
-0.78813,400,78.185984,1.525388490706373,False
-0.050747,400,78.368437,1.5779992834725862,False
-0.789544,400,78.543997,1.4136245635257962,False
-0.311646,400,78.72417,1.5048656350835106,False
0.312317,400,78.906585,1.9391082100455244,False
-0.078852,400,87.039848,2.0872930949790476,False
-0.394465,400,87.216932,2.0922822784570645,False
-1.35848,400,87.39784,2.0210569047851386,False
0.052486,400,87.574645,2.1202864138711317,False
-1.295812,400,87.765866,2.033428728632878,False
-0.623486,400,96.394207,1.8424540102680593,False
-0.372646,400,96.578673,1.9256536652536276,False
0.018718,400,96.756637,2.120080033377602,False
-0.077109,400,96.93707,1.9566165651475302,False
-1.147333,400,97.119405,1.6949493993126594,False
-0.357027,400,105.101226,1.2367718806701968,False
-0.332374,400,105.287127,1.5186755211265546,False
0.046942,400,105.479563,2.370845037372214,False
0.240816,400,105.668449,1.6233654425011461,False
-0.429954,400,105.849442,2.2865957350936865,False
0.31898,400,113.92835,1.468825294242092,False
-0.143081,400,114.114851,2.2982177245590774,False
-0.344738,400,114.294241,1.523990590590732,False
-0.418206,400,114.491698,2.3321424620029485,False
-0.707097,400,114.667885,1.8949650954605701,False
-0.563334,400,122.930745,1.1070317094668831,False
0.063252,400,123.115003,1.820118139109927,False
-1.163727,400,123.290749,3.7517526526986162,False
0.048725,400,123.487716,1.6646616315034406,False
0.116242,400,123.664928,1.457546555841696,False
-0.244998,400,131.882562,2.677058002209872,False
-0.28274,400,132.067421,2.875262189165553,False
-0.04688,400,132.248279,2.7786855625463254,False
-0.346313,400,132.42401,3.481787548909503,False
-0.771247,400,132.634993,3.6531071923788985,False
-1.134738,400,140.881985,3.355990141812858,False
-0.386092,400,141.069743,2.522559185963837,False
-0.33927,400,141.245763,1.997901768992378,False
-0.180296,400,141.42378,0.7903841425728237,False
-1.006421,400,141.604638,3.3790629693629666,False
-0.047965,400,149.653738,0.8101847567260698,False
-0.243392,400,149.861863,2.074967671403309,False
-0.229785,400,150.046808,2.582497994332332,False
-0.475827,400,150.231673,0.7663250236549815,False
9.998366,191,150.31919,0.5948603443844813,True
-1.171312,400,157.905125,2.166208578969463,False
-0.215727,400,158.084989,2.3438308882224277,False
-0.465137,400,158.275847,1.5574320312698606,False
0.18298,400,158.454845,1.603707226442655,False
-0.804708,400,158.638384,2.4593135845756073,False
-0.173114,400,166.693685,2.3959868149973427,False
-1.088111,400,166.873143,3.5049272196771213,False
-0.164496,400,167.055421,1.1570493637076558,False
-0.83127,400,167.229888,0.9286495428176476,False
0.195685,400,167.415915,2.291791633637499,False
-0.084314,400,175.475918,2.471790688325671,False
-0.333541,400,175.68202,1.9100172491515615,False
-1.268511,400,175.866548,2.070211072686794,False
-0.062508,400,176.063904,1.5723006798922314,False
-0.421697,400,176.276167,1.2635829161328034,False
-0.97631,400,184.498044,2.2337204158712476,False
-0.20126,400,184.679198,2.2593676627351207,False
-0.614436,400,184.859492,2.389619591179324,False
-0.254136,400,185.037506,1.5768993882837516,False
-0.19896,400,185.220981,1.6348898965579457,False
0.044611,400,193.34517,2.5384615321983146,False
-0.574007,400,193.533321,1.7067034962821095,False
-0.312269,400,193.74473,1.4200721330063748,False
-1.575,400,193.919548,1.8564222561680597,False
0.105523,400,194.108227,2.4561688538845776,False
-0.630764,400,202.169717,2.3317311301551498,False
-1.581178,400,202.346993,1.2683002826792795,False
-0.270526,400,202.527342,1.6189629029296653,False
-0.68681,400,202.707741,1.1520283121518706,False
-0.653122,400,202.905771,1.4752018784936238,False
-0.070212,400,211.181588,2.7343728057530545,False
-0.873563,400,211.362805,3.320632702810375,False
0.121465,400,211.546684,2.2900893215005205,False
0.117053,400,211.731112,1.2374728638514703,False
-0.082866,400,211.91391,1.3812983445931915,False
-0.084147,400,220.143065,1.4410616861046759,False
-0.945368,400,220.32501,1.705226827981185,False
-0.418904,400,220.502912,0.7345662273365388,False
-0.454345,400,220.684078,0.680828036549574,False
0.139746,400,220.863773,2.324710131700911,False
0.067966,400,228.39731,2.418288729404485,False
-1.300505,400,228.582149,0.7685837945151828,False
-0.323519,400,228.758363,2.191741138578833,False
0.110318,400,228.932965,2.1918370223461836,False
9.995916,55,228.956259,0.5901706880559007,True
-0.060112,400,236.921906,3.6017573499074524,False
0.04593,400,237.115467,1.7857947914315448,False
0.122374,400,237.294299,3.031915581449171,False
-0.183391,400,237.475109,2.314601677756571,False
0.051065,400,237.652813,1.943039285610033,False
-0.560638,400,245.835035,2.1502756207937113,False
-0.667309,400,246.001245,2.0468889309297427,False
0.148466,400,246.180085,2.7745049399518513,False
10.349625,87,246.217159,1.6863029753128485,True
-1.221875,400,246.393502,1.9354105849253003,False
0.041409,400,254.428635,3.3481269551769537,False
-0.090362,400,254.611331,2.9861357101880692,False
-0.21194,400,254.789261,3.6626455726061153,False
10.089898,54,254.813018,1.4706373434177418,True
