#{"t_start": 1755693498.9207506, "env_id": "None"}
r,l,t,episode_energy,success-0.156111,400,11.390546,0.6932314178331415,False
-0.349026,400,11.681922,0.5428604069585109,False
-1.043263,400,11.936087,0.37799087460053726,False
-0.007914,400,12.216273,0.5711252796023233,False
0.096909,400,12.482761,0.6319499241778578,False
10.636026,349,25.159523,1.1877795161256282,True
-0.385363,400,25.403057,1.2102537953471617,False
-0.590578,400,25.674229,1.3521858461842728,False
-1.142049,400,25.956848,1.5398641705623992,False
-0.553511,400,26.239639,1.4492004078501646,False
-1.779851,400,36.976253,1.8053013545900194,False
-0.103264,400,37.235184,1.5492717757003953,False
-0.709059,400,37.490027,1.1667573278183068,False
-0.891345,400,37.791053,1.1771911668114554,False
-1.473123,400,38.078523,1.5165987310629054,False
-1.115036,400,50.189558,1.0165723366275952,False
-0.034704,400,50.445261,1.8994911445046732,False
-0.381012,400,50.706158,1.3090481399317357,False
-0.199776,400,50.989105,1.8458752921752013,False
-0.605058,400,51.255976,1.4562104096015216,False
-0.699831,400,62.835969,1.2328229147138319,False
10.346925,125,62.909315,0.5564300136862742,True
-0.796011,400,63.170879,0.5346238615341755,False
0.004804,400,63.459602,1.6314553269105003,False
10.267452,119,63.538297,0.5097618692371318,True
-1.479023,400,75.532362,1.2177195082004573,False
-0.904145,400,75.849043,1.1121018534895966,False
-0.667029,400,76.129198,1.192012826695001,False
-0.253832,400,76.392631,1.6640865915456429,False
-0.71866,400,76.658209,1.1711247190028906,False
-0.078972,400,88.44153,1.3936945389148654,False
-0.440337,400,88.740602,1.2050576497449892,False
-1.383837,400,88.997555,1.1528189858315057,False
-0.141522,400,89.26512,1.0931282954420634,False
-0.683655,400,89.537167,0.8180516209637193,False
-0.098123,400,101.624389,1.3945838988395363,False
-0.4144,400,101.885467,1.2474047092969,False
-0.016891,400,102.178324,1.0464022944442315,False
10.07304,120,102.248845,0.7608158254045546,True
-0.790594,400,102.514664,0.6925249150815014,False
-0.715973,400,113.160471,0.35323293627548313,False
-0.283953,400,113.405201,0.8261529323311155,False
-0.009069,400,113.66868,0.686177152149567,False
-0.023629,400,113.916922,0.8140413297520401,False
0.190896,400,114.168393,2.215577470823807,False
0.200715,400,124.645246,0.6436561019482089,False
11.004689,216,124.772264,0.8547265506931242,True
0.16978,400,125.017027,1.380762448857749,False
10.273193,328,125.244489,0.6984841038735154,True
-0.876561,400,125.499959,1.3969386281316596,False
0.177207,400,136.52442,0.8560615082958026,False
-1.030655,400,136.783257,0.3075054697813967,False
-0.921982,400,137.126879,0.4368656484717264,False
0.038063,400,137.419685,0.6544512121903372,False
-0.070899,400,137.706558,0.44645965020399514,False
9.973118,138,149.265132,0.30488170567869777,True
0.107356,400,149.524567,0.7163013563865004,False
-1.114521,400,149.798633,1.0606009079572956,False
-0.162525,400,150.072303,0.6754682920948972,False
-0.076401,400,150.327026,0.550050361035017,False
0.214409,400,161.70779,0.7956699990377516,False
0.077813,400,161.970064,0.5220944112566874,False
-0.179051,400,162.25025,0.7360842171300614,False
-0.067468,400,162.493079,0.6477897091165831,False
-0.662227,400,162.728755,0.44240240660792246,False
-0.205535,400,173.814581,0.7260115927091878,False
-0.128798,400,174.067669,0.362380297821637,False
0.201595,400,174.349328,0.7228376651090245,False
10.947524,212,174.537605,0.741188230468878,True
0.135796,400,174.802982,0.9285031471776839,False
-0.130481,400,187.171524,0.6408795241222347,False
0.074475,400,187.434086,0.5691721182230995,False
-1.165262,400,187.703178,0.5613357337111308,False
-0.399594,400,187.96988,0.3809064436133431,False
0.080911,400,188.233602,0.5596113628051539,False
0.472919,400,200.807534,0.33273439429107565,False
0.127124,400,201.074739,0.5207786808053014,False
-0.813246,400,201.369132,0.5579346841995247,False
-0.84604,400,201.641117,0.4929976404678088,False
-0.250084,400,201.919097,0.2806168044647819,False
0.089962,400,214.525854,0.644227251904492,False
0.088277,400,214.795588,0.5410121353989593,False
0.108505,400,215.096782,0.6158708871189593,False
0.250691,400,215.379466,0.6166559820236462,False
10.238174,249,215.557564,0.41096274396599813,True
0.085748,400,227.504852,0.9364651115345437,False
0.073407,400,227.780319,1.189640885309453,False
-0.241139,400,228.050293,0.5723711596130039,False
0.016853,400,228.338615,0.6642835662583046,False
-0.368496,400,228.630499,0.6687543611478666,False
0.091686,400,241.277787,0.8707710176111716,False
-0.699064,400,241.560832,0.10265388108450878,False
0.265882,400,241.838325,0.5483300537157398,False
-0.117243,400,242.128671,0.501758520342842,False
-0.016482,400,242.398001,0.5657971288955089,False
0.023743,400,255.087158,0.30621735087680063,False
-0.553362,400,255.379235,0.4912558987984413,False
0.213671,400,255.739022,0.8221824782962746,False
-0.533894,400,256.038466,0.44491033429656024,False
-0.00772,400,256.323825,0.5542293832041338,False
-0.134125,400,268.759193,0.3268902846085963,False
-0.083868,400,269.034257,0.20385232766894007,False
0.186512,400,269.324192,0.37735261861571545,False
-0.091729,400,269.589028,0.5006233753829981,False
0.100265,400,269.864582,0.7361473136199742,False
-0.211761,400,282.184328,0.9547202321180177,False
-0.430011,400,282.441296,0.08172135002769677,False
10.021681,223,282.589664,0.11601760783224863,True
0.341032,400,282.878302,0.35349781953763354,False
10.427224,299,283.066244,0.3122317792081855,True
0.208408,400,294.461271,0.8319308011919594,False
-0.763395,400,294.722316,0.7115224523619413,False
0.459467,400,294.995619,0.44649237120759017,False
-0.718828,400,295.250145,0.5163959803366487,False
0.350657,400,295.563325,0.6590783567807434,False
0.195655,400,308.029033,1.1341993611902188,False
0.450289,400,308.319815,0.6470756812232671,False
0.491441,400,308.610566,0.781305663443294,False
0.207911,400,308.898107,1.0997156049209922,False
0.198328,400,309.189035,1.0929230503071463,False
-0.546391,400,321.531009,0.12908760536524577,False
0.073366,400,321.814493,1.0471438345179247,False
0.37081,400,322.129591,0.5869335456730156,False
10.366965,164,322.247386,0.32165398336035556,True
0.212755,400,322.553502,1.0948838048159228,False
0.235183,400,334.166224,1.009300450847026,False
-0.343168,400,334.469523,0.17227523128716424,False
-0.00228,400,334.778177,0.4353182844070514,False
0.4159,400,335.064823,0.5990723129271875,False
10.509779,113,335.137099,0.8986955619894428,True
0.208776,400,346.537862,0.5141165432297798,False
-0.33047,400,346.775367,0.21788549381299405,False
-0.199985,400,347.015874,0.21410161858959156,False
0.153738,400,347.262006,0.5944093191459562,False
0.227722,400,347.523726,1.0688575336057138,False
0.192142,400,357.94895,1.2761176607793911,False
-0.562618,400,358.193345,0.5403857245197212,False
0.162326,400,358.454173,0.6441389727919519,False
10.368993,102,358.516381,0.7552408392035477,True
0.645467,400,358.754352,0.8731870310608767,False
0.352104,400,369.412781,0.945165472435458,False
0.533247,400,369.656093,1.0862569782600477,False
0.187181,400,369.901616,0.822645831403035,False
-0.23778,400,370.145868,0.6976234941901774,False
0.351915,400,370.408432,0.7704836313831448,False
-0.709401,400,381.85279,0.33698097963681867,False
-0.034797,400,382.282824,1.2236773636588778,False
0.150359,400,382.624767,2.0508802347256117,False
0.040724,400,382.935486,1.7144254686251028,False
0.186477,400,383.247957,2.0710406219573305,False
-0.238671,400,395.654898,1.0766877893062072,False
0.194323,400,395.944751,2.6768877219941305,False
-0.810249,400,396.21251,0.732865483673639,False
0.191907,400,396.49132,1.7956073134480526,False
0.154854,400,396.769083,2.088839962220434,False
0.421335,400,409.333805,1.4580306207290261,False
0.036087,400,409.621089,1.4308292862896395,False
0.205026,400,409.890082,2.4109045695200018,False
0.209802,400,410.176441,2.323286204108178,False
10.551501,254,410.342315,1.1663726506183114,True
0.514417,400,422.631267,1.1226515799163135,False
-0.439814,400,422.906001,0.6430160489363137,False
10.494432,157,423.007766,0.8820633302591739,True
0.387219,400,423.271603,0.9318681805886654,False
10.008843,56,423.307143,0.574474955493766,True
0.185388,400,435.506881,1.0615207479348137,False
0.522953,400,435.770534,0.8352568761269198,False
0.52334,400,436.036772,0.8297381369053024,False
0.246818,400,436.321108,0.9989559007881125,False
0.488643,400,436.593952,1.159740291174019,False
0.263078,400,448.27991,0.974905869549781,False
0.493934,400,448.54895,0.9892451074686642,False
10.394982,125,448.650095,0.7412979579765355,True
0.209406,400,448.930983,2.032624901077983,False
-0.459396,400,449.190941,0.4731374346902718,False
0.168921,400,461.857968,1.124740288126886,False
-0.029173,400,462.116141,1.4411041373425384,False
