#{"t_start": 1754319548.1355512, "env_id": "None"}
r,l,t-0.270804,400,6.867497
-0.17603,400,7.030728
0.595493,400,7.195639
0.44558,400,7.357898
0.49701,400,7.522116
0.391972,400,14.900987
0.438731,400,15.070355
0.419551,400,15.244492
0.042193,400,15.432215
0.073766,400,15.596802
-0.188064,400,22.947179
0.419941,400,23.114712
0.567854,400,23.277035
-0.396617,400,23.43788
0.560896,400,23.599111
0.060603,400,30.891476
-0.195511,400,31.051838
0.152857,400,31.214151
0.008131,400,31.377198
0.285212,400,31.539346
10.075999,152,38.732861
-0.337335,400,38.896079
-0.91175,400,39.05859
-0.822923,400,39.222996
0.186628,400,39.391522
0.435186,400,46.771445
-0.836933,400,46.937786
0.000984,400,47.108009
0.369051,400,47.282273
0.423941,400,47.449324
0.100732,400,54.797476
-0.448596,400,54.966906
-0.189961,400,55.134987
0.270882,400,55.299973
-0.499955,400,55.467937
-1.024385,400,62.751457
-0.035152,400,62.918689
-0.339957,400,63.083564
-0.578202,400,63.24721
0.096855,400,63.413057
-0.080105,400,70.261056
-0.200332,400,70.437879
-1.062183,400,70.605563
0.274125,400,70.774768
-0.676781,400,70.940691
-0.311897,400,78.291875
0.429428,400,78.456441
0.381198,400,78.622244
-0.510147,400,78.786919
0.994323,400,78.951519
167995,400,15.786877
-1.194545,400,16.462106
-0.98015,400,16.641955
-1.344523,400,16.836475
-1.241335,400,17.032475
0.037285,400,17.214266
-0.312549,400,17.910466
-0.533297,400,18.096963
-0.697062,400,18.280967
0.226097,400,18.461348
0.054313,400,18.658426
0.33962,400,19.33683
-0.554305,400,19.526853
10.038264,101,19.577553
-0.359287,400,19.772967
0.110823,400,19.951604
-0.105278,400,20.133596
0.347676,400,20.817858
-1.024413,400,21.011832
0.273292,400,21.1935
-1.241908,400,21.372131
-0.316577,400,21.554024
0.395027,400,22.248902
-0.056306,400,22.440291
0.185244,400,22.624632
0.063802,400,23.656971
-0.958575,400,23.842445
-0.393002,400,24.514205
-0.339823,400,24.704327
-0.340647,400,24.887367
0.79532,400,25.0674
0.297771,400,25.258554
0.130808,400,25.922624
-1.23286,400,26.119662
0.071972,400,26.315804
-0.231951,400,26.497358
-0.963326,400,26.679198
0.452264,400,27.34787
0.233203,400,27.548907
9.962055,131,27.609214
10.230574,113,27.666253
-0.261555,400,27.847053
