#{"t_start": 1754402470.4121263, "env_id": "None"}
r,l,t100.338776,400,6.462611
0.023437,400,6.615344
10.369009,117,6.652771
0.358036,400,6.821622
10.667523,119,6.866751
0.135373,400,13.996181
10.723781,118,14.034293
10.528821,83,14.063446
0.194348,400,14.191874
-0.740126,400,14.330747
10.519844,78,21.763741
-0.367098,400,21.954856
10.654605,82,21.990929
0.360023,400,22.151997
10.555563,62,22.176268
10.61728,76,30.461213
-0.707925,400,30.594247
0.416298,400,30.71794
10.28899,96,30.744726
10.168859,107,30.776232
0.405971,400,37.179322
10.38318,84,37.212325
10.721418,142,37.261008
10.95286,164,37.314219
10.631115,100,37.345662
0.036159,400,44.678162
10.3308,88,44.706548
10.695247,143,44.752462
10.587937,47,44.766846
10.756448,141,44.813193
0.157107,400,51.757325
0.177726,400,51.888128
0.541297,400,52.019337
0.294961,400,52.152279
0.471744,400,52.293055
-0.354787,400,59.149622
10.328394,114,59.203575
10.214066,104,59.243216
0.074734,400,59.381593
0.352323,400,59.522479
10.771573,151,65.521342
0.413894,400,65.650553
-0.476683,400,65.781457
10.346543,139,65.825406
0.392104,400,65.961129
-0.119597,400,72.36218
-0.795044,400,72.493455
0.481959,400,72.621901
10.421603,221,72.689876
0.031507,400,72.819358
0.394526,400,79.200117
10.307142,131,79.242592
10.230992,93,79.282723
-0.096724,400,79.415763
10.683211,118,79.45115
0.121648,400,85.876452
-0.599269,400,86.00809
0.413635,400,86.143761
10.681953,109,86.180914
0.367961,400,86.332394
0.264611,400,92.69271
10.813734,150,92.741294
0.410089,400,92.875828
10.364693,86,92.908292
10.984418,97,92.943542
10.786254,131,99.269161
-0.475952,400,99.398032
-0.042993,400,99.533241
0.386188,400,99.684144
-0.151541,400,99.813359
0.198604,400,106.156259
0.285729,400,106.287896
0.089482,400,106.435533
10.888983,153,106.488328
10.721957,111,106.526759
15.334215
10.652148,117,15.388187
10.683435,107,15.440625
10.694745,103,15.47952
10.67836,116,15.531939
0.110029,400,15.700516
10.529839,48,15.723293
10.903543,149,15.789302
10.79217,116,15.84018
-0.079422,400,16.040308
0.066355,400,16.82501
10.681899,132,16.879816
10.569166,98,16.918597
10.812193,86,16.952391
0.489026,400,17.132255
-0.332069,400,17.303756
10.562732,89,17.346065
10.663233,123,17.393587
10.691856,108,17.457453
10.931401,180,17.542014
0.043602,400,18.125557
10.549481,128,18.196104
0.280849,400,18.344406
0.38117,400,18.51386
10.620246,101,18.54846
-0.824774,400,18.709369
-0.365035,400,19.482795
-0.792648,400,19.728123
0.471897,400,19.982067
-0.104759,400,20.174409
0.413054,400,20.377073
0.394442,400,21.126792
10.529615,79,21.185569
10.78159,164,21.284428
10.278377,115,21.333476
-0.170129,400,21.526685
10.575337,113,21.577256
10.827495,87,21.614438
0.496282,400,22.248621
0.494381,400,22.438907
0.385844,400,23.367911
0.396418,400,23.598154
0.075374,400,23.837141
10.275077,113,23.906312
10.271802,99,23.960665
-0.151309,400,24.163409
10.80614,170,24.243837
0.052373,400,25.093595
0.447998,400,25.375863
10.767136,131,25.470363
10.334679,139,25.567415
0.060354,400,25.829462
-0.402131,400,26.060989
-0.044815,400,26.24507
10.862719,186,26.8807
-0.052163,400,27.145531
10.544029,77,27.194243
0.414935,400,27.36817
10.207275,95,27.413959
0.120975,400,27.619092
10.116596,82,27.652191
-0.808325,400,27.841079
10.482696,54,28.484299
0.387141,400,28.748773
10.430231,87,28.782943
-0.512489,400,28.966628
10.582457,80,29.002208
10.682195,88,29.055087
10.269618,256,29.203344
-0.550602,400,29.428588
10.725991,116,29.479747
0.391964,400,30.085724
10.913774,158,30.17168
-0.059507,400,30.323363
-0.373405,400,30.813067
10.403667,50,30.832387
10.807988,103,30.867064
10.740016,146,30.930771
10.760153,126,30.976876
10.626319,100,31.017483
10.943514,182,31.081368
10.483258,46,31.097625
-0.252261,400,31.644125
10.981013,92,31.691407
-0.348117,400,31.832539
10.752248,86,31.859586
-0.40151,400,32.004328
10.617491,79,32.034003
10.223901,86,32.064228
10.28844,106,32.099771
0.50145,400,32.235538
0.3996,400,32.773378
10.470176,48,32.801373
0.383089,400,32.995671
10.688191,99,33.046353
10.818204,150,33.113165
-0.022999,400,33.269903
10.416015,135,33.334552
0.629301,400,33.531859
10.670566,83,33.568254
-0.33661,400,34.219055
0.144703,400,34.374424
10.72864,84,34.403809
0.415962,400,34.554761
10.688203,121,34.603671
0.610204,400,34.815418
10.521218,133,34.864478
10.254992,134,34.919147
0.322851,400,35.56508
0.579884,400,35.73853
10.77415,218,35.835629
0.384314,400,35.980893
10.743598,237,36.072599
10.716626,127,36.124362
10.269052,101,36.162013
0.060104,400,36.717755
10.407082,46,36.74235
0.094602,400,36.955394
0.130997,400,37.431361
10.39584,102,37.467191
-0.167863,400,37.657018
10.233878,118,37.721586
10.374543,171,37.813818
10.385916,44,37.83597
10.367356,46,37.859545
10.30802,132,37.920271
0.01948,400,38.716197
10.507743,47,38.739659
10.360258,44,38.754865
0.09731,400,38.905739
-0.4698,400,39.098294
-0.247891,400,39.279915
0.055568,400,39.86725
0.449877,400,40.096947
10.361796,99,40.147509
-0.591664,400,40.349214
10.745814,136,40.41935
10.827192,161,40.513531
10.658138,141,40.587362
10.736706,136,40.643758
10.188867,86,40.676695
0.011211,400,40.832939
10.436186,47,40.850391
10.756936,166,41.401078
10.617585,75,41.450531
10.506561,80,41.50626
10.441012,133,41.576086
-0.437649,400,41.768522
0.409036,400,41.957442
-0.271531,400,42.126235
10.813096,94,42.163857
10.613432,83,42.210288
0.520976,400,42.963
0.133365,400,43.148499
10.448591,102,43.194727
0.043598,400,43.366353
-0.426422,400,43.515198
0.385445,400,43.708913
0.467121,400,44.402014
10.349373,144,44.470749
0.117667,400,44.90584
-0.378485,400,45.106852
0.359528,400,45.259247
10.694366,120,45.302321
10.727065,128,45.346485
0.381546,400,45.912249
10.991156,98,45.95877
10.646214,106,46.017311
0.038485,400,46.16621
10.877553,149,46.215672
10.621893,89,46.24664
0.369826,400,46.435913
10.901969,155,46.491921
10.605247,86,46.523427
0.262925,400,46.699692
0.184548,400,47.413543
10.322814,45,47.431241
10.921006,161,47.490361
0.31112,400,47.640869
-0.724067,400,47.801971
10.761418,84,47.833871
0.387902,400,48.031445
0.411127,400,48.848367
0.346612,400,49.037718
11.018332,93,49.073519
0.16705,400,49.225782
0.038269,400,49.367421
10.848895,149,49.430025
10.613229,80,49.464103
10.354859,70,49.494562
10.350341,124,49.543267
10.844025,152,50.056911
0.210728,400,50.268941
0.191957,400,50.449639
0.490743,400,50.682846
10.259709,99,50.731085
10.349861,75,50.756972
-0.009754,400,50.906728
0.173531,400,51.523084
0.072614,400,52.40382
10.773026,94,52.442977
0.357855,400,52.600499
10.727426,132,52.668401
11.095273,97,52.707797
10.577305,113,52.748181
10.804606,138,52.808788
-0.500427,400,52.961353
10.713274,342,53.619574
10.558227,48,53.653578
10.777353,137,53.711201
0.362818,400,53.851243
0.027048,400,54.016593
0.388896,400,54.174277
-0.262248,400,54.327868
10.798354,85,54.852707
10.50854,76,54.89338
-0.839782,400,55.082495
0.10549,400,55.225107
10.134424,81,55.256078
0.399336,400,55.396672
-0.422684,400,55.538523
10.204897,106,55.57872
10.260529,76,55.603848
-0.274966,400,56.246702
10.375715,80,56.28194
-0.247278,400,56.434106
10.222955,119,56.480335
10.096588,400,56.624336
10.772437,226,56.704371
10.529642,46,56.724528
-0.388681,400,56.90223
10.816692,147,57.581234
10.580308,78,57.636021
10.222772,85,57.695225
10.783716,85,57.74004
10.64557,92,57.809039
0.020404,400,58.038311
-0.940682,400,58.181839
-0.831768,400,58.331912
0.089189,400,58.915994
-0.367821,400,59.665418
-0.096031,400,59.80982
10.418305,71,59.837715
0.441862,400,59.991868
10.329253,71,60.017141
10.854575,183,60.088284
11.040378,93,60.122408
10.490047,46,60.142878
10.777234,144,60.201245
-0.886185,400,60.908171
10.372407,152,60.99614
0.174062,400,61.15952
10.404683,70,61.18591
10.997164,93,61.217055
10.989424,88,61.252466
10.139706,76,61.28861
10.849163,168,61.364934
10.805431,84,61.400373
0.588159,400,61.565275
0.382164,400,62.176627
10.787044,194,62.281337
10.784395,86,62.328961
10.269785,99,62.372879
10.934705,96,62.405309
-0.43762,400,62.549855
0.319999,400,62.697711
10.843315,217,62.787514
10.966981,90,62.822791
10.74738,139,62.881619
10.655743,116,62.940773
10.76934,123,62.987428
-0.417041,400,63.668153
-0.707559,400,63.815999
10.265477,133,63.871368
-0.012345,400,64.034029
-0.073725,400,64.174582
-0.296563,400,64.730715
0.616549,400,64.932104
10.3064,115,64.974064
-0.307806,400,65.142314
10.118722,85,65.17813
0.38184,400,65.320213
-0.744917,400,65.464819
10.723444,90,65.987356
10.63685,106,66.478652
10.480624,104,66.533772
10.765884,134,66.606624
-0.482187,400,66.771915
0.024024,400,66.92175
10.779061,85,66.954256
10.688347,332,67.075397
10.796927,92,67.107477
0.139638,400,67.251354
0.509963,400,67.892673
0.350705,400,68.058132
10.357347,201,68.132491
0.602928,400,68.292279
0.077231,400,68.443788
10.75829,129,68.496943
-0.102154,400,69.095452
0.168022,400,69.279398
